,formula,convg_bare,tot_E_bare,DE_bare,DG_bare,bare_mag,nsteps_bare,struc_bare,time_bare,convg_OOH,tot_E_OOH,DE_OOH,DG_OOH,OOH_mag,OOH_dmag,nsteps_OOH,struc_OOH,time_OOH,convg_O,tot_E_O,DE_O,DG_O,O_mag,O_dmag,nsteps_O,struc_O,time_O,convg_OH,tot_E_OH,DE_OH,DG_OH,OH_mag,OH_dmag,nsteps_OH,struc_OH,time_OH
62,BaVO3,True,-371.7539,0,0,12.0,46,"Atoms(symbols='Ba8O32V12', pbc=True, cell=[7.997738157806722, 7.997738157806722, 24.997172697258403], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-387.0149,3.021,3.366,11.0,-1.0,183,"Atoms(symbols='Ba8HO34V12', pbc=True, cell=[7.997738157806722, 7.997738157806722, 24.997172697258403], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-378.7187,0.484,0.504,10.0,-2.0,128,"Atoms(symbols='Ba8O33V12', pbc=True, cell=[7.997738157806722, 7.997738157806722, 24.997172697258403], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-383.3565,-0.769,-0.474,11.0,-1.0,5,"Atoms(symbols='Ba8HO33V12', pbc=True, cell=[7.997738157806722, 7.997738157806722, 24.997172697258403], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
63,CaCoO3,True,-300.0351,0,0,37.866,1,"Atoms(symbols='Ca8Co12O32', pbc=True, cell=[7.516045427747671, 7.516045427747671, 24.39505678468459], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 21, 22, 24, 25, 28, 29, 30, 32, 33, 36, 37, 38, 40, 41, 44, 45, 46, 48, 49]))",NaN,True,-313.9798,4.338,4.683,38.869,1.003,97,"Atoms(symbols='Ca8Co12HO34', pbc=True, cell=[7.516045427747671, 7.516045427747671, 24.39505678468459], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 21, 22, 23, 25, 26, 29, 30, 31, 33, 34, 37, 38, 39, 41, 42, 45, 46, 47, 49, 50]))",NaN,True,-304.079,3.405,3.425,39.031,1.165,46,"Atoms(symbols='Ca8Co12O33', pbc=True, cell=[7.516045427747671, 7.516045427747671, 24.39505678468459], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 21, 22, 24, 25, 28, 29, 30, 32, 33, 36, 37, 38, 40, 41, 44, 45, 46, 48, 49]))",NaN,True,-309.5277,1.341,1.636,38.553,0.687,135,"Atoms(symbols='Ca8Co12HO33', pbc=True, cell=[7.516045427747671, 7.516045427747671, 24.39505678468459], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 21, 22, 23, 25, 26, 29, 30, 31, 33, 34, 37, 38, 39, 41, 42, 45, 46, 47, 49, 50]))",NaN
64,CaMnO3,True,-348.7354,0,0,39.605,1,"Atoms(symbols='Ca8Mn12O32', pbc=True, cell=[7.587380986331549, 7.587380986331549, 24.484226232914438], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 21, 22, 24, 25, 28, 29, 30, 32, 33, 36, 37, 38, 40, 41, 44, 45, 46, 48, 49]))",NaN,True,-362.3958,4.622,4.967,20.118,-19.487,41,"Atoms(symbols='Ca8HMn12O34', pbc=True, cell=[7.587380986331549, 7.587380986331549, 24.484226232914438], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 12, 13, 15, 16, 18, 19, 21, 22, 23, 25, 26, 29, 30, 31, 33, 34, 37, 38, 39, 41, 42, 45, 46, 47, 49, 50]))",NaN,True,-351.9146,4.269,4.289,14.563,-25.042,48,"Atoms(symbols='Ca8Mn12O33', pbc=True, cell=[7.587380986331549, 7.587380986331549, 24.484226232914438], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 21, 22, 24, 25, 28, 29, 30, 32, 33, 36, 37, 38, 40, 41, 44, 45, 46, 48, 49]))",NaN,True,-358.4568,1.113,1.408,35.461,-4.144,107,"Atoms(symbols='Ca8HMn12O33', pbc=True, cell=[7.587380986331549, 7.587380986331549, 24.484226232914438], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 12, 13, 15, 16, 18, 19, 21, 22, 23, 25, 26, 29, 30, 31, 33, 34, 37, 38, 39, 41, 42, 45, 46, 47, 49, 50]))",NaN
65,KPtO3,True,-257.0364,0,0,19.719,1,"Atoms(symbols='K8O32Pt12', pbc=True, cell=[8.051447444042031, 8.051447444042031, 25.06430930505254], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-271.3833,3.935,4.28,18.436,-1.283,113,"Atoms(symbols='HK8O34Pt12', pbc=True, cell=[8.051447444042031, 8.051447444042031, 25.06430930505254], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-261.5566,2.928,2.948,18.359,-1.36,158,"Atoms(symbols='K8O33Pt12', pbc=True, cell=[8.051447444042031, 8.051447444042031, 25.06430930505254], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-266.8737,0.997,1.292,18.808,-0.911,137,"Atoms(symbols='HK8O33Pt12', pbc=True, cell=[8.051447444042031, 8.051447444042031, 25.06430930505254], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
66,BaNiO3,True,-249.8919,0,0,31.494,1,"Atoms(symbols='Ba8Ni12O32', pbc=True, cell=[8.052515174494914, 8.052515174494914, 25.065643968118643], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 21, 22, 23, 24, 28, 29, 30, 31, 32, 36, 37, 38, 39, 40, 44, 45, 46, 47, 48]))",NaN,True,-263.5766,4.598,4.943,32.448,0.955,101,"Atoms(symbols='Ba8HNi12O34', pbc=True, cell=[8.052515174494914, 8.052515174494914, 25.065643968118643], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 12, 13, 15, 16, 18, 19, 21, 22, 23, 24, 25, 29, 30, 31, 32, 33, 37, 38, 39, 40, 41, 45, 46, 47, 48, 49]))",NaN,True,-252.9505,4.39,4.41,31.316,-0.178,75,"Atoms(symbols='Ba8Ni12O33', pbc=True, cell=[8.052515174494914, 8.052515174494914, 25.065643968118643], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 21, 22, 23, 24, 28, 29, 30, 31, 32, 36, 37, 38, 39, 40, 44, 45, 46, 47, 48]))",NaN,True,-258.7535,1.972,2.267,30.175,-1.319,58,"Atoms(symbols='Ba8HNi12O33', pbc=True, cell=[8.052515174494914, 8.052515174494914, 25.065643968118643], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 12, 13, 15, 16, 18, 19, 21, 22, 23, 24, 25, 29, 30, 31, 32, 33, 37, 38, 39, 40, 41, 45, 46, 47, 48, 49]))",NaN
67,BaMnO3,True,-344.4011,0,0,38.0,1,"Atoms(symbols='Ba8Mn12O32', pbc=True, cell=[8.030672947413983, 8.030672947413983, 25.038341184267477], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 21, 22, 24, 25, 28, 29, 30, 32, 33, 36, 37, 38, 40, 41, 44, 45, 46, 48, 49]))",NaN,True,-358.1141,4.569,4.914,38.998,0.998,112,"Atoms(symbols='Ba8HMn12O34', pbc=True, cell=[8.030672947413983, 8.030672947413983, 25.038341184267477], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 12, 13, 15, 16, 18, 19, 21, 22, 23, 25, 26, 29, 30, 31, 33, 34, 37, 38, 39, 41, 42, 45, 46, 47, 49, 50]))",NaN,True,-348.9261,2.923,2.943,36.0,-2.0,181,"Atoms(symbols='Ba8Mn12O33', pbc=True, cell=[8.030672947413983, 8.030672947413983, 25.038341184267477], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 21, 22, 24, 25, 28, 29, 30, 32, 33, 36, 37, 38, 40, 41, 44, 45, 46, 48, 49]))",NaN,True,-353.8748,1.36,1.655,37.0,-1.0,22,"Atoms(symbols='Ba8HMn12O33', pbc=True, cell=[8.030672947413983, 8.030672947413983, 25.038341184267477], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 12, 13, 15, 16, 18, 19, 21, 22, 23, 25, 26, 29, 30, 31, 33, 34, 37, 38, 39, 41, 42, 45, 46, 47, 49, 50]))",NaN
68,SrReO3,True,-404.2014,0,0,10.866,1,"Atoms(symbols='O32Re12Sr8', pbc=True, cell=[7.989816474790362, 7.989816474790362, 24.987270593487953], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 35, 36, 38, 39, 41, 42, 44, 46, 48, 50]))",NaN,True,-425.418,-2.934,-2.589,4.864,-6.002,124,"Atoms(symbols='HO34Re12Sr8', pbc=True, cell=[7.989816474790362, 7.989816474790362, 24.987270593487953], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 35, 36, 38, 39, 41, 42, 44, 45, 47, 49, 51, 53]))",NaN,True,-412.948,-1.298,-1.278,9.173,-1.693,57,"Atoms(symbols='O33Re12Sr8', pbc=True, cell=[7.989816474790362, 7.989816474790362, 24.987270593487953], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 33, 34, 36, 37, 39, 40, 42, 43, 45, 47, 49, 51]))",NaN,True,-416.6114,-1.576,-1.281,7.049,-3.817,49,"Atoms(symbols='HO33Re12Sr8', pbc=True, cell=[7.989816474790362, 7.989816474790362, 24.987270593487953], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 34, 35, 37, 38, 40, 41, 43, 44, 46, 48, 50, 52]))",NaN
69,BaReO3,True,-403.8533,0,0,10.192,1,"Atoms(symbols='Ba8O32Re12', pbc=True, cell=[8.12660729603736, 8.12660729603736, 25.1582591200467], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-424.3933,-2.258,-1.913,8.523,-1.669,38,"Atoms(symbols='Ba8HO34Re12', pbc=True, cell=[8.12660729603736, 8.12660729603736, 25.1582591200467], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-412.4507,-1.149,-1.129,9.093,-1.099,62,"Atoms(symbols='Ba8O33Re12', pbc=True, cell=[8.12660729603736, 8.12660729603736, 25.1582591200467], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-415.7577,-1.07,-0.775,9.607,-0.585,56,"Atoms(symbols='Ba8HO33Re12', pbc=True, cell=[8.12660729603736, 8.12660729603736, 25.1582591200467], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
70,SrIrO3,True,-333.708,0,0,6.834,1,"Atoms(symbols='Ir12O32Sr8', pbc=True, cell=[7.996096, 7.996096, 24.99512], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 12, 13, 14, 15, 16, 20, 21, 22, 23, 24, 28, 29, 30, 31, 32, 36, 37, 38, 39, 40, 44, 46, 48, 50]))",NaN,True,-348.7892,3.201,3.546,7.542,0.708,99,"Atoms(symbols='HIr12O34Sr8', pbc=True, cell=[7.996096, 7.996096, 24.99512], constraint=FixAtoms(indices=[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 29, 30, 31, 32, 33, 37, 38, 39, 40, 41, 47, 49, 51, 53]))",NaN,True,-339.5031,1.653,1.673,6.252,-0.582,53,"Atoms(symbols='Ir12O33Sr8', pbc=True, cell=[7.996096, 7.996096, 24.99512], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 12, 13, 14, 15, 16, 20, 21, 22, 23, 24, 28, 29, 30, 31, 32, 36, 37, 38, 39, 40, 45, 47, 49, 51]))",NaN,True,-344.4126,0.129,0.424,6.382,-0.452,130,"Atoms(symbols='HIr12O33Sr8', pbc=True, cell=[7.996096, 7.996096, 24.99512], constraint=FixAtoms(indices=[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 29, 30, 31, 32, 33, 37, 38, 39, 40, 41, 46, 48, 50, 52]))",NaN
71,NaVO3,True,-346.5993,0,0,4.0,25,"Atoms(symbols='Na8O32V12', pbc=True, cell=[7.54628725456223, 7.54628725456223, 24.432859068202788], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 12, 13, 16, 17, 18, 20, 21, 24, 25, 26, 28, 29, 32, 33, 34, 36, 37, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-361.3161,3.566,3.911,3.0,-1.0,5,"Atoms(symbols='HNa8O34V12', pbc=True, cell=[7.54628725456223, 7.54628725456223, 24.432859068202788], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 13, 14, 17, 18, 19, 21, 22, 25, 26, 27, 29, 30, 33, 34, 35, 37, 38, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-352.3247,1.723,1.743,2.008,-1.992,135,"Atoms(symbols='Na8O33V12', pbc=True, cell=[7.54628725456223, 7.54628725456223, 24.432859068202788], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 12, 13, 16, 17, 18, 20, 21, 24, 25, 26, 28, 29, 32, 33, 34, 36, 37, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-357.2083,0.225,0.52,3.0,-1.0,101,"Atoms(symbols='HNa8O33V12', pbc=True, cell=[7.54628725456223, 7.54628725456223, 24.432859068202788], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 13, 14, 17, 18, 19, 21, 22, 25, 26, 27, 29, 30, 33, 34, 35, 37, 38, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
72,NaFeO3,True,-280.7836,0,0,61.143,12,"Atoms(symbols='Fe12Na8O32', pbc=True, cell=[7.609464831733086, 7.609464831733086, 24.511831039666358], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 12, 14, 16, 18, 20, 21, 22, 23, 24, 28, 29, 30, 31, 32, 36, 37, 38, 39, 40, 44, 45, 46, 47, 48]))",NaN,True,-294.3828,4.683,5.028,61.846,0.703,110,"Atoms(symbols='Fe12HNa8O34', pbc=True, cell=[7.609464831733086, 7.609464831733086, 24.511831039666358], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 13, 15, 17, 19, 21, 22, 23, 24, 25, 29, 30, 31, 32, 33, 37, 38, 39, 40, 41, 45, 46, 47, 48, 49]))",NaN,True,-283.627,4.605,4.625,59.982,-1.161,32,"Atoms(symbols='Fe12Na8O33', pbc=True, cell=[7.609464831733086, 7.609464831733086, 24.511831039666358], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 12, 14, 16, 18, 20, 21, 22, 23, 24, 28, 29, 30, 31, 32, 36, 37, 38, 39, 40, 44, 45, 46, 47, 48]))",NaN,True,-289.5875,2.03,2.325,60.789,-0.354,83,"Atoms(symbols='Fe12HNa8O33', pbc=True, cell=[7.609464831733086, 7.609464831733086, 24.511831039666358], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 13, 15, 17, 19, 21, 22, 23, 24, 25, 29, 30, 31, 32, 33, 37, 38, 39, 40, 41, 45, 46, 47, 48, 49]))",NaN
73,BaIrO3,True,-334.0787,0,0,9.947,1,"Atoms(symbols='Ba8Ir12O32', pbc=True, cell=[8.14298394176399, 8.14298394176399, 25.178729927204987], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 21, 22, 23, 25, 28, 29, 30, 31, 33, 36, 37, 38, 39, 41, 44, 45, 46, 47, 49]))",NaN,True,-348.878,3.483,3.828,12.213,2.266,74,"Atoms(symbols='Ba8HIr12O34', pbc=True, cell=[8.14298394176399, 8.14298394176399, 25.178729927204987], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 12, 13, 15, 16, 18, 19, 21, 22, 23, 24, 26, 29, 30, 31, 32, 34, 37, 38, 39, 40, 42, 45, 46, 47, 48, 50]))",NaN,True,-339.5582,1.969,1.989,9.913,-0.034,89,"Atoms(symbols='Ba8Ir12O33', pbc=True, cell=[8.14298394176399, 8.14298394176399, 25.178729927204987], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 21, 22, 23, 25, 28, 29, 30, 31, 33, 36, 37, 38, 39, 41, 44, 45, 46, 47, 49]))",NaN,True,-344.5618,0.351,0.646,10.748,0.801,62,"Atoms(symbols='Ba8HIr12O33', pbc=True, cell=[8.14298394176399, 8.14298394176399, 25.178729927204987], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 12, 13, 15, 16, 18, 19, 21, 22, 23, 24, 26, 29, 30, 31, 32, 34, 37, 38, 39, 40, 42, 45, 46, 47, 48, 50]))",NaN
74,RbReO3,True,-381.8584,0,0,1.075,1,"Atoms(symbols='O32Rb8Re12', pbc=True, cell=[7.9627290902936485, 7.9627290902936485, 24.953411362867058], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 34, 36, 38, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-397.905,2.236,2.581,0.57,-0.506,120,"Atoms(symbols='HO34Rb8Re12', pbc=True, cell=[7.9627290902936485, 7.9627290902936485, 24.953411362867058], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 35, 37, 39, 41, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-389.8185,-0.512,-0.492,1.184,0.109,45,"Atoms(symbols='O33Rb8Re12', pbc=True, cell=[7.9627290902936485, 7.9627290902936485, 24.953411362867058], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 33, 35, 37, 39, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-393.6655,-0.973,-0.678,0.637,-0.438,32,"Atoms(symbols='HO33Rb8Re12', pbc=True, cell=[7.9627290902936485, 7.9627290902936485, 24.953411362867058], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 34, 36, 38, 40, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
75,CaRuO3,True,-354.2608,0,0,25.842,1,"Atoms(symbols='Ca8O32Ru12', pbc=True, cell=[7.836990184187055, 7.836990184187055, 24.79623773023382], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-370.374,2.169,2.514,12.809,-13.033,163,"Atoms(symbols='Ca8HO34Ru12', pbc=True, cell=[7.836990184187055, 7.836990184187055, 24.79623773023382], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-361.0495,0.66,0.68,16.933,-8.909,45,"Atoms(symbols='Ca8O33Ru12', pbc=True, cell=[7.836990184187055, 7.836990184187055, 24.79623773023382], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-365.7528,-0.658,-0.363,18.609,-7.233,148,"Atoms(symbols='Ca8HO33Ru12', pbc=True, cell=[7.836990184187055, 7.836990184187055, 24.79623773023382], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
76,RbPdO3,True,-237.8619,0,0,24.444,1,"Atoms(symbols='O32Pd12Rb8', pbc=True, cell=[8.209738487422882, 8.209738487422882, 25.2621731092786], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 35, 36, 38, 39, 41, 42, 44, 46, 48, 50]))",NaN,True,-252.2579,3.886,4.231,22.0,-2.444,144,"Atoms(symbols='HO34Pd12Rb8', pbc=True, cell=[8.209738487422882, 8.209738487422882, 25.2621731092786], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 35, 36, 38, 39, 41, 42, 44, 45, 47, 49, 51, 53]))",NaN,True,-242.1478,3.163,3.183,23.0,-1.444,59,"Atoms(symbols='O33Pd12Rb8', pbc=True, cell=[8.209738487422882, 8.209738487422882, 25.2621731092786], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 33, 34, 36, 37, 39, 40, 42, 43, 45, 47, 49, 51]))",NaN,True,-247.6774,1.018,1.313,22.0,-2.444,126,"Atoms(symbols='HO33Pd12Rb8', pbc=True, cell=[8.209738487422882, 8.209738487422882, 25.2621731092786], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 34, 35, 37, 38, 40, 41, 43, 44, 46, 48, 50, 52]))",NaN
77,CaHfO3,True,-456.9654,0,0,-0.0,1,"Atoms(symbols='Ca8Hf12O32', pbc=True, cell=[8.202612406598615, 8.202612406598615, 25.25326550824827], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 21, 22, 23, 24, 28, 29, 30, 31, 32, 36, 37, 38, 39, 40, 44, 45, 46, 47, 48]))",NaN,True,-471.7326,3.515,3.86,-0.627,-0.627,181,"Atoms(symbols='Ca8HHf12O34', pbc=True, cell=[8.202612406598615, 8.202612406598615, 25.25326550824827], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 12, 13, 15, 16, 18, 19, 21, 22, 23, 24, 25, 29, 30, 31, 32, 33, 37, 38, 39, 40, 41, 45, 46, 47, 48, 49]))",NaN,True,-460.7918,3.622,3.642,1.301,1.301,34,"Atoms(symbols='Ca8Hf12O33', pbc=True, cell=[8.202612406598615, 8.202612406598615, 25.25326550824827], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 21, 22, 23, 24, 28, 29, 30, 31, 32, 36, 37, 38, 39, 40, 44, 45, 46, 47, 48]))",NaN,True,-467.4755,0.324,0.619,0.059,0.059,148,"Atoms(symbols='Ca8HHf12O33', pbc=True, cell=[8.202612406598615, 8.202612406598615, 25.25326550824827], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 12, 13, 15, 16, 18, 19, 21, 22, 23, 24, 25, 29, 30, 31, 32, 33, 37, 38, 39, 40, 41, 45, 46, 47, 48, 49]))",NaN
78,TlWO3,True,-326.1692,0,0,16.0,26,"Atoms(symbols='O32Tl8W12', pbc=True, cell=[8.154404, 8.154404, 25.193005], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 34, 36, 38, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-342.6401,1.812,2.157,15.0,-1.0,111,"Atoms(symbols='HO34Tl8W12', pbc=True, cell=[8.154404, 8.154404, 25.193005], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 35, 37, 39, 41, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-334.5416,-0.924,-0.904,14.0,-2.0,30,"Atoms(symbols='O33Tl8W12', pbc=True, cell=[8.154404, 8.154404, 25.193005], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 33, 35, 37, 39, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-338.7051,-1.702,-1.407,15.0,-1.0,130,"Atoms(symbols='HO33Tl8W12', pbc=True, cell=[8.154404, 8.154404, 25.193005], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 34, 36, 38, 40, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
